Plant code,Region,Spend Category,Combined risk category,High risk site,Audit Status,Audit Request,Hypercare Level
XXX1000089832,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000090354,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000090544,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000091765,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000092642,No region classified,Raw materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000092643,No region classified,Raw materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000092758,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000093101,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000094208,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000095,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000095401,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000097847,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000098441,No region classified,Packaging materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000098673,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000098738,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000099854,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000101,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000103194,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000105721,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000105722,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000105724,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000105725,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000105726,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000105954,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000107279,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000107800,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000107829,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000109,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000109215,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000109250,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000109311,MEU,Packaging materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000109444,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000109529,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000109902,MEU,Co-Packing,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000109926,LA,Raw materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000110233,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000110332,No region classified,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000110820,MEU,Co-Packing,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000141,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000146,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000166,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1000168,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000169,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000170,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1000175,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 3
XXX1000179,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000191,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1000233,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1000247,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000283,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1000298,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000314,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000317,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000335,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000337,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000408,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000468,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000485,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1000543,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000552,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000555,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000557,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 2
XXX1000586,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000626,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000650,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1000662,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1000678,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1000683,No region classified,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1000694,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000696,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1000719,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000838,MEU,EM,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1000843,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1000876,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1000899,MEU,Raw materials,High,High Risk,No audit done,Request New Audit,No audit information
XXX1000943,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1000944,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000964,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1000993,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1001054,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1001136,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1001144,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 3
XXX1001173,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1001260,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1001503,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1001519,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1001723,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1002141,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002271,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002277,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002287,MEU,EM,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1002388,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1002436,Not in Supplier DB,Not in Supplier DB,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1002452,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1002502,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1002511,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1002527,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002627,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002629,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002665,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002679,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1002701,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1002713,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002729,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002735,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1002757,No region classified,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1002761,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1002776,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1002778,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002802,AMEA,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1002837,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1002846,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1002847,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1002848,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1002854,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002881,No region classified,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1002893,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002914,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1002952,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1002953,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1002972,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1002978,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1002986,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1002989,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1002990,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1003016,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1003019,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1003026,No region classified,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1003042,AMEA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1003050,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1003085,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1003101,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1003124,No region classified,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1003131,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1003152,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1003175,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 3
XXX1003211,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1003244,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1003259,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
